,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
1765,Benz(a)anthracene,"('water', 'surface water')",emission,kilogram,biosphere3,4.18362817039717e-09
1766,Benzo(a)pyrene,"('water', 'surface water')",emission,kilogram,biosphere3,5.083108099921546e-10
1767,Benzo(b)fluoranthene,"('water', 'surface water')",emission,kilogram,biosphere3,4.957599006659031e-10
1768,"Carbon dioxide, to soil or biomass stock","('soil', 'agricultural')",emission,kilogram,biosphere3,75.18259550136597
1769,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","('water',)",emission,kilogram,biosphere3,3.4817418549806022e-12
1770,Dimethyl ether,"('air',)",emission,kilogram,biosphere3,0.00011994799190842739
1771,"Energy, geothermal, converted","('natural resource', 'in ground')",natural resource,megajoule,biosphere3,14320.198570006767
1772,"Energy, kinetic (in wind), converted","('natural resource', 'in air')",natural resource,megajoule,biosphere3,119605.2501683204
1773,"Energy, potential (in hydropower reservoir), converted","('natural resource', 'in water')",natural resource,megajoule,biosphere3,775223.545157907
1774,"Energy, solar, converted","('natural resource', 'in air')",natural resource,megajoule,biosphere3,765.7799240753081
1775,Glyphosate,"('water', 'surface water')",emission,kilogram,biosphere3,2.867080907352044e-09
1776,Glyphosate,"('water', 'ground-')",emission,kilogram,biosphere3,4.3984209270295303e-07
1777,"2,4-DB","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.414760345689658e-14
1778,"2,4-DB","('soil', 'agricultural')",emission,kilogram,biosphere3,1.0203539496488978e-12
1779,"2,4-DB","('water', 'ground-')",emission,kilogram,biosphere3,2.949520675072092e-14
1780,"2,4-DB","('water', 'surface water')",emission,kilogram,biosphere3,1.212321955716982e-16
1781,Atrazine,"('water', 'surface water')",emission,kilogram,biosphere3,4.397104985555522e-12
1782,Atrazine,"('water', 'ground-')",emission,kilogram,biosphere3,1.136900733063964e-09
1783,Carbaryl,"('water', 'surface water')",emission,kilogram,biosphere3,1.6489415689201753e-15
1784,Carbaryl,"('water', 'ground-')",emission,kilogram,biosphere3,1.324138537523215e-13
1785,Dicamba,"('water', 'surface water')",emission,kilogram,biosphere3,4.819277276034875e-13
1786,Dicamba,"('water', 'ground-')",emission,kilogram,biosphere3,1.2048056445077075e-10
1787,Dimethenamid,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.297637018554335e-11
1788,Dimethenamid,"('water', 'surface water')",emission,kilogram,biosphere3,1.4548317708188144e-13
1789,Dimethenamid,"('water', 'ground-')",emission,kilogram,biosphere3,1.1638653710409606e-11
1790,"Herbicides, unspecified","('soil', 'agricultural')",emission,kilogram,biosphere3,1.3218319471610287e-06
1791,"Insecticides, unspecified","('soil', 'agricultural')",emission,kilogram,biosphere3,1.8037919350585698e-12
1792,Metolachlor,"('water', 'ground-')",emission,kilogram,biosphere3,2.656800323127389e-09
1793,Metolachlor,"('water', 'surface water')",emission,kilogram,biosphere3,3.5670469958637e-11
1794,Pendimethalin,"('water', 'surface water')",emission,kilogram,biosphere3,2.6851771504495987e-14
1795,Pendimethalin,"('water', 'ground-')",emission,kilogram,biosphere3,1.601712489018028e-11
1796,Pyraclostrobin,"('water', 'surface water')",emission,kilogram,biosphere3,4.193145473117731e-15
1797,Pyraclostrobin,"('water', 'ground-')",emission,kilogram,biosphere3,2.626596044913187e-13
1798,Tefluthrin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.448930557273614e-12
1799,Tefluthrin,"('water', 'surface water')",emission,kilogram,biosphere3,6.8956366931932165e-19
1800,Tefluthrin,"('water', 'ground-')",emission,kilogram,biosphere3,4.138200133266114e-17
1801,MCPA,"('water', 'surface water')",emission,kilogram,biosphere3,1.1721066098373042e-13
1802,MCPA,"('water', 'ground-')",emission,kilogram,biosphere3,1.903797426371846e-14
1803,MCPA,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,6.131694071304249e-14
1804,Bromoxynil,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.227893381260253e-13
1805,Bromoxynil,"('water', 'ground-')",emission,kilogram,biosphere3,4.2086096590332784e-14
1806,Bromoxynil,"('water', 'surface water')",emission,kilogram,biosphere3,4.9883514702773424e-17
1807,Propiconazole,"('water', 'ground-')",emission,kilogram,biosphere3,2.4543932775420998e-14
1808,MCPB,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,5.496618939987555e-14
1809,MCPB,"('water', 'ground-')",emission,kilogram,biosphere3,5.412902741113508e-16
1810,MCPB,"('water', 'surface water')",emission,kilogram,biosphere3,1.171251701927501e-13
1811,Methomyl,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.5223379114441886e-14
1812,Methomyl,"('water', 'ground-')",emission,kilogram,biosphere3,5.431160694751264e-16
1813,Methomyl,"('water', 'surface water')",emission,kilogram,biosphere3,6.091154147590891e-18
1814,Lambda-cyhalothrin,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.2590521217056895e-16
1815,Lambda-cyhalothrin,"('water', 'ground-')",emission,kilogram,biosphere3,1.6448251495227535e-19
1816,Lambda-cyhalothrin,"('water', 'surface water')",emission,kilogram,biosphere3,4.127183827758057e-22
1817,Prothioconazol,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,8.992635603530451e-16
1818,Prothioconazol,"('water', 'ground-')",emission,kilogram,biosphere3,9.236353265892269e-17
1819,Prothioconazol,"('water', 'surface water')",emission,kilogram,biosphere3,1.4462933558271884e-18
1820,Trifloxystrobin,"('water', 'ground-')",emission,kilogram,biosphere3,2.7324802776011045e-17
1821,Trifloxystrobin,"('water', 'surface water')",emission,kilogram,biosphere3,4.454512378923553e-19
1822,Ethephon,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.0296612512548112e-14
1823,Ethephon,"('water', 'ground-')",emission,kilogram,biosphere3,6.79562156870543e-16
1824,Ethephon,"('water', 'surface water')",emission,kilogram,biosphere3,4.118288997018859e-18
1825,Tebuconazole,"('water', 'ground-')",emission,kilogram,biosphere3,7.395130977586945e-16
1826,"2,4-D amines","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.9908631361201938e-14
1827,"2,4-D amines","('soil', 'agricultural')",emission,kilogram,biosphere3,3.393813189604343e-12
1828,"2,4-D amines","('water', 'ground-')",emission,kilogram,biosphere3,1.0556290062075504e-13
1829,"2,4-D amines","('water', 'surface water')",emission,kilogram,biosphere3,4.3342651146874616e-16
1830,Dichlorprop,"('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,1.991818803446614e-14
1831,Dichlorprop,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.0117565167645697e-12
1832,Dichlorprop,"('water', 'ground-')",emission,kilogram,biosphere3,9.291417830956797e-14
1833,Dichlorprop,"('water', 'surface water')",emission,kilogram,biosphere3,3.8174296043621915e-16
1834,"2,4-D ester","('soil', 'agricultural')",emission,kilogram,biosphere3,3.0025014510486415e-12
1835,"2,4-D ester","('air', 'non-urban air or from high stacks')",emission,kilogram,biosphere3,3.6157399277102484e-14
1836,"2,4-D ester","('water', 'ground-')",emission,kilogram,biosphere3,9.27170797356229e-14
1837,"2,4-D ester","('water', 'surface water')",emission,kilogram,biosphere3,3.8009761566599803e-16
1838,Bentazone,"('water', 'surface water')",emission,kilogram,biosphere3,1.1217043015425898e-11
1839,Bentazone,"('water', 'ground-')",emission,kilogram,biosphere3,1.810023735693662e-08
1840,Mandipropamid,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.9269152473513522e-07
1841,Myclobutanil,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.161938426681344e-07
1842,Chlorpyrifos methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00041508303085817106
1843,Boscalid,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.2485051627029123e-15
1844,Acetamiprid,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.0849818667462796e-05
1845,Chloropicrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.676049384059715e-13
1846,Acrinathrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.383796211609235e-17
1847,"Water, unspecified natural origin","('natural resource', 'in ground')",natural resource,cubic meter,biosphere3,1985.9166154730012
1848,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","('soil',)",emission,kilogram,biosphere3,1.1426374340759848e-09
1849,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","('soil', 'industrial')",emission,kilogram,biosphere3,1.316128422782023e-07
1850,"Energy, gross calorific value, in biomass","('natural resource', 'biotic')",natural resource,megajoule,biosphere3,244094.5479349627
1851,"Energy, gross calorific value, in biomass, primary forest","('natural resource', 'biotic')",natural resource,megajoule,biosphere3,3010.621490517276
1852,"Chloride, ion","('water',)",emission,kilogram,biosphere3,98.69358141099327
1853,Ethylene,"('air',)",emission,kilogram,biosphere3,0.0008901127068910903
1854,Trichloroethylene,"('air',)",emission,kilogram,biosphere3,0.0003236170258265324
1855,Methylamine,"('air',)",emission,kilogram,biosphere3,4.363790685373294e-06
1856,"Sulfate, ion","('water',)",emission,kilogram,biosphere3,0.018731220810094002
1857,Diethanolamine,"('water',)",emission,kilogram,biosphere3,4.0269267898811617e-07
1858,Lauric acid,"('water',)",emission,kilogram,biosphere3,8.945616460968408e-07
1859,"1,3-Dioxolan-2-one","('water',)",emission,kilogram,biosphere3,0.014873484758060804
1860,Dimethyl carbonate,"('air',)",emission,kilogram,biosphere3,0.001445326078206216
1861,Dinitrogen tetroxide,"('air',)",emission,kilogram,biosphere3,4.284667519653074e-05
1862,Nitric oxide,"('air',)",emission,kilogram,biosphere3,0.00414108585367157
1863,Phosgene,"('air',)",emission,kilogram,biosphere3,0.0005067320586397945
1864,Aluminium hydroxide,"('water',)",emission,kilogram,biosphere3,4.337272976925784e-06
1865,Hydrochloric acid,"('air',)",emission,kilogram,biosphere3,6.082020861848859e-07
1866,Sodium,"('water',)",emission,kilogram,biosphere3,0.003911258961511721
1867,Phosphorus oxychloride,"('water',)",emission,kilogram,biosphere3,6.108160356955781e-07
1868,"VOC, volatile organic compounds, unspecified origin","('air',)",emission,kilogram,biosphere3,1.6554621463640722
1869,Azadirachtin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00011276172100423124
1870,Carbosulfan,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.1059898456024063e-07
1871,Clothianidin,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.976547042761132e-06
1872,Diafenthiuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,8.104982506300132e-08
1873,Dichlorvos,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.08308054281835e-08
1874,Novaluron,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.908867408361364e-07
1875,Pyraflufen-ethyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00016721608508403585
1876,"Laterite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,876.3157384553425
1877,Monobutyltin,"('water', 'ocean')",emission,kilogram,biosphere3,1.4163184476202058e-21
1878,Dibutyltin,"('water', 'ocean')",emission,kilogram,biosphere3,8.223784348860685e-24
1879,Monophenyltin,"('water', 'ocean')",emission,kilogram,biosphere3,1.553381535550125e-24
1880,Diphenyltin,"('water', 'ocean')",emission,kilogram,biosphere3,5.208396672968115e-22
1881,Triphenyltin,"('water', 'ocean')",emission,kilogram,biosphere3,1.5533814501733018e-22
1882,Trioctyltin,"('water', 'ocean')",emission,kilogram,biosphere3,3.6550152227952553e-22
1883,"Gangue, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,667612.5316935924
1884,Ammonium sulfate,"('water',)",emission,kilogram,biosphere3,3.257010707136665e-06
1885,Glyphosate,"('water',)",emission,kilogram,biosphere3,7.676605509039915e-07
1886,"Discarded fish, pelagic, to ocean","('water', 'ocean')",emission,kilogram,biosphere3,4.844755709708693e-14
1887,"Oils, non-fossil","('water', 'ocean')",emission,kilogram,biosphere3,4.11637844802008e-15
1888,"Discarded fish, demersal, to ocean","('water', 'ocean')",emission,kilogram,biosphere3,1.479356704080034e-23
1889,Palladium,"('air',)",emission,kilogram,biosphere3,2.538943767571753e-05
1890,Rhodium,"('air',)",emission,kilogram,biosphere3,2.53208931106957e-05
1891,Tellurium,"('air',)",emission,kilogram,biosphere3,5.749948465306611e-05
1892,"Zinc, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1031.152892874702
1893,"Lead, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,223.5360264153043
1894,"Silver, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.5364711692534145
1895,"Benzene, hexachloro-","('water',)",emission,kilogram,biosphere3,9.737700044640421e-09
1896,"Benzene, pentachloro-","('water',)",emission,kilogram,biosphere3,1.597870373544676e-08
1897,Nitrogen dioxide,"('water', 'surface water')",emission,kilogram,biosphere3,3.881182205375137e-05
1898,Sulfuric acid,"('water', 'surface water')",emission,kilogram,biosphere3,1.408577741792293
1899,"Barium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,383.6431927706409
1900,"Cadmium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.11986529593028149
1901,"Calcium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,137.97140412675913
1902,"Manganese, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4306.597652046507
1903,"Mercury, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.00224626674251876
1904,"Potassium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,14.171094311526868
1905,"Phosphorus, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,41.54417319948947
1906,"Sodium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.13937818266722832
1907,Nitric acid,"('soil', 'industrial')",emission,kilogram,biosphere3,7.512453561808243e-05
1908,Ammonia,"('soil', 'industrial')",emission,kilogram,biosphere3,0.0009287592083552886
1909,"Vanadium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.004662193951329722
1910,"Antimony, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.005681724032766201
1911,"Arsenic, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.17943592808709838
1912,"Bromine, in water","('natural resource', 'in water')",natural resource,kilogram,biosphere3,0.0352500212471667
1913,"Cerium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,12.145652378285911
1914,"Dysprosium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0010444563111168359
1915,"Europium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.04891168814136437
1916,"Fluorine, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,7.141329330580504
1917,"Fluorspar, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,187.0835536621198
1918,"Gadolinium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.1696590193283078
1919,"Hafnium, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.23812197714572753
1920,"Iodine, in water","('natural resource', 'in water')",natural resource,kilogram,biosphere3,0.00830034197043056
1921,"Kaolinite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,62.198295659309764
1922,"Lanthanum, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,5.667387384048878
1923,"Kieserite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,1.2882408606045468e-08
